행정구역,2014년_계_총인구수,2014년_계_연령구간인구수,2014년_계_0~9세,2014년_계_10~19세,2014년_계_20~29세,2014년_계_30~39세,2014년_계_40~49세,2014년_계_50~59세,2014년_계_60~69세,2014년_계_70~79세,2014년_계_80~89세,2014년_계_90~99세,2014년_계_100세 이상,2014년_남_총인구수,2014년_남_연령구간인구수,2014년_남_0~9세,2014년_남_10~19세,2014년_남_20~29세,2014년_남_30~39세,2014년_남_40~49세,2014년_남_50~59세,2014년_남_60~69세,2014년_남_70~79세,2014년_남_80~89세,2014년_남_90~99세,2014년_남_100세 이상,2014년_여_총인구수,2014년_여_연령구간인구수,2014년_여_0~9세,2014년_여_10~19세,2014년_여_20~29세,2014년_여_30~39세,2014년_여_40~49세,2014년_여_50~59세,2014년_여_60~69세,2014년_여_70~79세,2014년_여_80~89세,2014년_여_90~99세,2014년_여_100세 이상,2015년_계_총인구수,2015년_계_연령구간인구수,2015년_계_0~9세,2015년_계_10~19세,2015년_계_20~29세,2015년_계_30~39세,2015년_계_40~49세,2015년_계_50~59세,2015년_계_60~69세,2015년_계_70~79세,2015년_계_80~89세,2015년_계_90~99세,2015년_계_100세 이상,2015년_남_총인구수,2015년_남_연령구간인구수,2015년_남_0~9세,2015년_남_10~19세,2015년_남_20~29세,2015년_남_30~39세,2015년_남_40~49세,2015년_남_50~59세,2015년_남_60~69세,2015년_남_70~79세,2015년_남_80~89세,2015년_남_90~99세,2015년_남_100세 이상,2015년_여_총인구수,2015년_여_연령구간인구수,2015년_여_0~9세,2015년_여_10~19세,2015년_여_20~29세,2015년_여_30~39세,2015년_여_40~49세,2015년_여_50~59세,2015년_여_60~69세,2015년_여_70~79세,2015년_여_80~89세,2015년_여_90~99세,2015년_여_100세 이상,2016년_계_총인구수,2016년_계_연령구간인구수,2016년_계_0~9세,2016년_계_10~19세,2016년_계_20~29세,2016년_계_30~39세,2016년_계_40~49세,2016년_계_50~59세,2016년_계_60~69세,2016년_계_70~79세,2016년_계_80~89세,2016년_계_90~99세,2016년_계_100세 이상,2016년_남_총인구수,2016년_남_연령구간인구수,2016년_남_0~9세,2016년_남_10~19세,2016년_남_20~29세,2016년_남_30~39세,2016년_남_40~49세,2016년_남_50~59세,2016년_남_60~69세,2016년_남_70~79세,2016년_남_80~89세,2016년_남_90~99세,2016년_남_100세 이상,2016년_여_총인구수,2016년_여_연령구간인구수,2016년_여_0~9세,2016년_여_10~19세,2016년_여_20~29세,2016년_여_30~39세,2016년_여_40~49세,2016년_여_50~59세,2016년_여_60~69세,2016년_여_70~79세,2016년_여_80~89세,2016년_여_90~99세,2016년_여_100세 이상,2017년_계_총인구수,2017년_계_연령구간인구수,2017년_계_0~9세,2017년_계_10~19세,2017년_계_20~29세,2017년_계_30~39세,2017년_계_40~49세,2017년_계_50~59세,2017년_계_60~69세,2017년_계_70~79세,2017년_계_80~89세,2017년_계_90~99세,2017년_계_100세 이상,2017년_남_총인구수,2017년_남_연령구간인구수,2017년_남_0~9세,2017년_남_10~19세,2017년_남_20~29세,2017년_남_30~39세,2017년_남_40~49세,2017년_남_50~59세,2017년_남_60~69세,2017년_남_70~79세,2017년_남_80~89세,2017년_남_90~99세,2017년_남_100세 이상,2017년_여_총인구수,2017년_여_연령구간인구수,2017년_여_0~9세,2017년_여_10~19세,2017년_여_20~29세,2017년_여_30~39세,2017년_여_40~49세,2017년_여_50~59세,2017년_여_60~69세,2017년_여_70~79세,2017년_여_80~89세,2017년_여_90~99세,2017년_여_100세 이상,2018년_계_총인구수,2018년_계_연령구간인구수,2018년_계_0~9세,2018년_계_10~19세,2018년_계_20~29세,2018년_계_30~39세,2018년_계_40~49세,2018년_계_50~59세,2018년_계_60~69세,2018년_계_70~79세,2018년_계_80~89세,2018년_계_90~99세,2018년_계_100세 이상,2018년_남_총인구수,2018년_남_연령구간인구수,2018년_남_0~9세,2018년_남_10~19세,2018년_남_20~29세,2018년_남_30~39세,2018년_남_40~49세,2018년_남_50~59세,2018년_남_60~69세,2018년_남_70~79세,2018년_남_80~89세,2018년_남_90~99세,2018년_남_100세 이상,2018년_여_총인구수,2018년_여_연령구간인구수,2018년_여_0~9세,2018년_여_10~19세,2018년_여_20~29세,2018년_여_30~39세,2018년_여_40~49세,2018년_여_50~59세,2018년_여_60~69세,2018년_여_70~79세,2018년_여_80~89세,2018년_여_90~99세,2018년_여_100세 이상,2019년_계_총인구수,2019년_계_연령구간인구수,2019년_계_0~9세,2019년_계_10~19세,2019년_계_20~29세,2019년_계_30~39세,2019년_계_40~49세,2019년_계_50~59세,2019년_계_60~69세,2019년_계_70~79세,2019년_계_80~89세,2019년_계_90~99세,2019년_계_100세 이상,2019년_남_총인구수,2019년_남_연령구간인구수,2019년_남_0~9세,2019년_남_10~19세,2019년_남_20~29세,2019년_남_30~39세,2019년_남_40~49세,2019년_남_50~59세,2019년_남_60~69세,2019년_남_70~79세,2019년_남_80~89세,2019년_남_90~99세,2019년_남_100세 이상,2019년_여_총인구수,2019년_여_연령구간인구수,2019년_여_0~9세,2019년_여_10~19세,2019년_여_20~29세,2019년_여_30~39세,2019년_여_40~49세,2019년_여_50~59세,2019년_여_60~69세,2019년_여_70~79세,2019년_여_80~89세,2019년_여_90~99세,2019년_여_100세 이상
대구광역시 수성구 (2726000000),"456,505","456,505","36,687","70,349","57,580","54,746","88,799","73,147","38,945","25,606","9,483","1,096",67,"223,495","223,495","19,078","37,801","31,660","25,482","41,104","35,886","18,332","10,793","3,091",253,15,"233,010","233,010","17,609","32,548","25,920","29,264","47,695","37,261","20,613","14,813","6,392",843,52,"451,786","451,786","36,056","66,608","57,910","52,203","87,041","73,361","41,640","25,439","10,264","1,190",74,"220,898","220,898","18,628","35,788","31,758","24,553","40,126","35,979","19,567","10,805","3,403",274,17,"230,888","230,888","17,428","30,820","26,152","27,650","46,915","37,382","22,073","14,634","6,861",916,57,"447,011","447,011","34,988","63,034","58,496","49,662","85,194","73,460","44,252","25,546","10,991","1,306",82,"218,317","218,317","18,046","33,759","32,049","23,515","38,993","36,141","20,785","10,973","3,712",323,21,"228,694","228,694","16,942","29,275","26,447","26,147","46,201","37,319","23,467","14,573","7,279",983,61,"439,211","439,211","33,093","59,870","58,191","47,276","81,712","73,473","45,956","26,429","11,725","1,385",101,"213,939","213,939","17,034","31,970","31,626","22,555","37,301","36,012","21,605","11,403","4,063",347,23,"225,272","225,272","16,059","27,900","26,565","24,721","44,411","37,461","24,351","15,026","7,662","1,038",78,"432,759","432,759","31,851","56,785","57,599","45,823","77,586","74,581","47,295","27,265","12,431","1,453",90,"210,621","210,621","16,415","30,245","31,132","21,936","35,471","36,489","22,356","11,834","4,382",337,24,"222,138","222,138","15,436","26,540","26,467","23,887","42,115","38,092","24,939","15,431","8,049","1,116",66,"428,614","428,614","30,996","54,133","56,337","44,290","75,160","74,918","49,733","28,013","13,281","1,654",99,"208,024","208,024","15,940","28,714","30,487","21,372","34,321","36,430","23,407","12,173","4,771",381,28,"220,590","220,590","15,056","25,419","25,850","22,918","40,839","38,488","26,326","15,840","8,510","1,273",71
대구광역시 달서구 (2729000000),"606,433","606,433","53,310","80,554","84,294","87,536","111,847","101,824","49,307","27,623","9,104",977,57,"301,846","301,846","27,463","42,541","46,183","43,605","53,393","50,355","24,031","11,299","2,747",219,10,"304,587","304,587","25,847","38,013","38,111","43,931","58,454","51,469","25,276","16,324","6,357",758,47,"602,641","602,641","52,874","75,495","84,844","84,439","109,231","103,236","53,799","27,654","9,932","1,069",68,"299,818","299,818","27,204","39,694","46,553","42,335","52,348","50,778","26,098","11,475","3,074",248,11,"302,823","302,823","25,670","35,801","38,291","42,104","56,883","52,458","27,701","16,179","6,858",821,57,"591,891","591,891","50,967","70,238","84,333","79,781","105,530","103,365","57,549","28,043","10,856","1,162",67,"294,121","294,121","26,170","36,820","46,081","40,251","50,529","50,778","27,959","11,856","3,401",263,13,"297,770","297,770","24,797","33,418","38,252","39,530","55,001","52,587","29,590","16,187","7,455",899,54,"578,068","578,068","47,426","66,056","83,007","74,245","100,952","103,297","60,559","29,453","11,746","1,254",73,"286,779","286,779","24,454","34,584","45,117","37,642","48,456","50,337","29,539","12,585","3,771",281,13,"291,289","291,289","22,972","31,472","37,890","36,603","52,496","52,960","31,020","16,868","7,975",973,60,"573,413","573,413","45,262","62,415","82,364","72,346","96,358","105,563","63,772","31,240","12,610","1,407",76,"284,127","284,127","23,290","32,564","44,525","36,903","46,516","51,225","31,093","13,574","4,117",306,14,"289,286","289,286","21,972","29,851","37,839","35,443","49,842","54,338","32,679","17,666","8,493","1,101",62,"568,887","568,887","43,368","58,954","80,698","69,897","93,197","105,326","68,957","32,974","13,904","1,529",83,"281,348","281,348","22,263","30,704","43,316","36,076","45,066","50,959","33,443","14,544","4,619",343,15,"287,539","287,539","21,105","28,250","37,382","33,821","48,131","54,367","35,514","18,430","9,285","1,186",68
대구광역시 달성군 (2771000000),"184,902","184,902","19,520","22,051","22,035","28,737","33,212","29,756","15,306","10,148","3,684",432,21,"94,539","94,539","9,996","11,794","12,530","14,500","17,176","15,615","7,641","4,049","1,132",101,5,"90,363","90,363","9,524","10,257","9,505","14,237","16,036","14,141","7,665","6,099","2,552",331,16,"192,747","192,747","20,620","21,415","23,155","29,925","33,818","31,591","17,316","10,341","4,085",458,23,"98,465","98,465","10,556","11,407","13,126","15,232","17,547","16,450","8,603","4,179","1,257",100,8,"94,282","94,282","10,064","10,008","10,029","14,693","16,271","15,141","8,713","6,162","2,828",358,15,"218,268","218,268","25,430","22,348","26,149","36,695","36,931","34,644","20,188","10,810","4,543",504,26,"111,194","111,194","12,950","11,842","14,600","18,837","19,086","17,804","10,093","4,463","1,410",100,9,"107,074","107,074","12,480","10,506","11,549","17,858","17,845","16,840","10,095","6,347","3,133",404,17,"243,375","243,375","29,214","23,351","29,470","42,500","40,351","37,928","23,232","11,725","4,989",588,27,"123,893","123,893","14,899","12,277","16,319","22,002","20,992","19,132","11,591","4,960","1,588",124,9,"119,482","119,482","14,315","11,074","13,151","20,498","19,359","18,796","11,641","6,765","3,401",464,18,"250,543","250,543","29,944","23,427","29,824","43,396","40,770","39,590","25,015","12,479","5,418",655,25,"127,374","127,374","15,194","12,319","16,481","22,413","21,276","19,897","12,497","5,415","1,734",141,7,"123,169","123,169","14,750","11,108","13,343","20,983","19,494","19,693","12,518","7,064","3,684",514,18,"256,540","256,540","30,322","23,577","29,523","43,084","42,264","40,494","27,433","13,197","5,916",703,27,"130,361","130,361","15,442","12,343","16,292","22,381","22,066","20,199","13,661","5,900","1,922",147,8,"126,179","126,179","14,880","11,234","13,231","20,703","20,198","20,295","13,772","7,297","3,994",556,19
인천광역시  (2800000000),"2,902,608","2,902,608","270,156","339,868","398,391","461,260","521,070","482,300","232,989","138,554","49,951","7,451",618,"1,459,074","1,459,074","138,692","176,355","207,147","236,690","263,092","245,430","115,448","59,111","15,031","1,917",161,"1,443,534","1,443,534","131,464","163,513","191,244","224,570","257,978","236,870","117,541","79,443","34,920","5,534",457,"2,925,815","2,925,815","271,758","324,530","402,113","455,898","516,105","494,119","255,834","142,147","54,650","7,960",701,"1,469,869","1,469,869","139,490","167,985","209,317","234,355","260,769","251,005","126,517","61,342","16,942","1,959",188,"1,455,946","1,455,946","132,268","156,545","192,796","221,543","255,336","243,114","129,317","80,805","37,708","6,001",513,"2,943,069","2,943,069","269,510","311,493","406,622","450,143","512,174","502,587","274,298","147,609","59,356","8,523",754,"1,477,671","1,477,671","138,170","160,974","211,969","231,409","259,039","254,812","135,832","64,458","18,830","1,981",197,"1,465,398","1,465,398","131,340","150,519","194,653","218,734","253,135","247,775","138,466","83,151","40,526","6,542",557,"2,948,542","2,948,542","259,925","301,563","409,811","439,665","506,584","507,101","293,572","156,769","63,429","9,332",791,"1,479,597","1,479,597","133,221","155,803","213,945","226,364","256,938","255,674","145,663","69,162","20,515","2,120",192,"1,468,945","1,468,945","126,704","145,760","195,866","213,301","249,646","251,427","147,909","87,607","42,914","7,212",599,"2,954,642","2,954,642","251,301","292,324","409,794","433,669","494,723","514,229","315,032","164,392","68,151","10,201",826,"1,481,844","1,481,844","128,889","150,678","214,091","223,441","251,781","258,066","156,382","73,470","22,521","2,329",196,"1,472,798","1,472,798","122,412","141,646","195,703","210,228","242,942","256,163","158,650","90,922","45,630","7,872",630,"2,957,026","2,957,026","242,400","283,251","407,608","421,189","489,961","516,594","339,270","171,138","73,339","11,393",883,"1,482,249","1,482,249","124,383","145,798","213,116","217,146","250,143","258,399","168,422","77,256","24,807","2,548",231,"1,474,777","1,474,777","118,017","137,453","194,492","204,043","239,818","258,195","170,848","93,882","48,532","8,845",652
인천광역시 중구 (2811000000),"111,929","111,929","11,319","11,409","11,924","19,270","20,124","17,084","11,123","6,844","2,358",431,43,"57,889","57,889","5,784","6,013","6,168","10,304","11,262","8,941","5,470","3,107",691,137,12,"54,040","54,040","5,535","5,396","5,756","8,966","8,862","8,143","5,653","3,737","1,667",294,31,"114,493","114,493","11,669","11,422","12,364","19,344","20,652","17,090","11,876","7,028","2,552",444,52,"59,331","59,331","5,941","6,001","6,448","10,243","11,572","9,149","5,810","3,202",816,134,15,"55,162","55,162","5,728","5,421","5,916","9,101","9,080","7,941","6,066","3,826","1,736",310,37,"115,249","115,249","11,333","11,309","12,792","18,610","20,987","17,236","12,472","7,304","2,678",470,58,"59,839","59,839","5,789","5,915","6,824","9,847","11,659","9,274","6,130","3,332",905,145,19,"55,410","55,410","5,544","5,394","5,968","8,763","9,328","7,962","6,342","3,972","1,773",325,39,"117,999","117,999","10,870","11,536","14,045","18,366","21,446","17,473","13,012","7,848","2,835",508,60,"61,344","61,344","5,493","6,045","7,435","9,836","11,860","9,522","6,386","3,611",993,145,18,"56,655","56,655","5,377","5,491","6,610","8,530","9,586","7,951","6,626","4,237","1,842",363,42,"122,499","122,499","10,801","11,594","15,806","18,642","21,740","18,155","13,783","8,294","3,091",527,66,"63,700","63,700","5,495","6,013","8,332","10,014","12,016","9,949","6,794","3,820","1,101",148,18,"58,799","58,799","5,306","5,581","7,474","8,628","9,724","8,206","6,989","4,474","1,990",379,48,"135,135","135,135","12,105","12,240","18,621","20,828","23,836","19,561","14,906","8,922","3,455",587,74,"70,063","70,063","6,264","6,328","9,523","11,194","13,142","10,695","7,389","4,104","1,249",150,25,"65,072","65,072","5,841","5,912","9,098","9,634","10,694","8,866","7,517","4,818","2,206",437,49
인천광역시 동구 (2814000000),"73,978","73,978","6,377","7,125","8,183","11,701","11,808","12,231","8,414","5,769","1,982",334,54,"37,354","37,354","3,289","3,735","4,296","6,275","6,352","6,191","4,010","2,484",600,106,16,"36,624","36,624","3,088","3,390","3,887","5,426","5,456","6,040","4,404","3,285","1,382",228,38,"72,571","72,571","6,187","6,810","7,798","10,973","11,610","11,944","8,864","5,874","2,110",342,59,"36,605","36,605","3,203","3,581","4,106","5,835","6,272","6,079","4,207","2,557",646,102,17,"35,966","35,966","2,984","3,229","3,692","5,138","5,338","5,865","4,657","3,317","1,464",240,42,"71,014","71,014","5,893","6,396","7,590","10,367","11,392","11,531","9,150","6,030","2,271",329,65,"35,833","35,833","3,055","3,365","4,005","5,489","6,143","5,939","4,370","2,646",706,97,18,"35,181","35,181","2,838","3,031","3,585","4,878","5,249","5,592","4,780","3,384","1,565",232,47,"69,487","69,487","5,471","6,075","7,363","9,778","11,179","11,105","9,397","6,305","2,400",348,66,"35,057","35,057","2,852","3,198","3,894","5,159","6,066","5,731","4,503","2,773",763,101,17,"34,430","34,430","2,619","2,877","3,469","4,619","5,113","5,374","4,894","3,532","1,637",247,49,"66,233","66,233","4,790","5,662","7,078","8,675","10,569","10,745","9,405","6,360","2,511",369,69,"33,433","33,433","2,489","3,011","3,752","4,575","5,717","5,589","4,541","2,825",816,98,20,"32,800","32,800","2,301","2,651","3,326","4,100","4,852","5,156","4,864","3,535","1,695",271,49,"64,427","64,427","4,344","5,383","6,851","7,696","10,343","10,435","9,705","6,492","2,699",404,75,"32,536","32,536","2,284","2,792","3,702","4,056","5,623","5,458","4,721","2,855",923,98,24,"31,891","31,891","2,060","2,591","3,149","3,640","4,720","4,977","4,984","3,637","1,776",306,51
인천광역시 남구 (2817000000),"408,305","408,305","32,721","41,379","56,156","64,891","68,203","69,310","41,063","25,092","8,145","1,212",133,"206,227","206,227","16,786","21,514","30,076","34,420","35,425","34,198","19,816","11,101","2,528",322,41,"202,078","202,078","15,935","19,865","26,080","30,471","32,778","35,112","21,247","13,991","5,617",890,92,"404,893","404,893","32,104","39,042","55,586","62,608","66,983","68,960","43,638","25,722","8,838","1,263",149,"204,518","204,518","16,498","20,292","29,727","33,284","34,980","34,089","20,990","11,466","2,826",322,44,"200,375","200,375","15,606","18,750","25,859","29,324","32,003","34,871","22,648","14,256","6,012",941,105,"417,103","417,103","33,558","38,005","57,750","64,268","68,356","70,469","46,579","26,880","9,709","1,363",166,"210,433","210,433","17,217","19,652","30,681","34,224","35,685","35,013","22,359","11,999","3,234",322,47,"206,670","206,670","16,341","18,353","27,069","30,044","32,671","35,456","24,220","14,881","6,475","1,041",119,"419,267","419,267","32,780","36,521","58,685","63,521","67,986","70,334","48,713","28,558","10,484","1,521",164,"211,602","211,602","16,764","18,921","31,242","33,933","35,672","34,894","23,388","12,848","3,555",342,43,"207,665","207,665","16,016","17,600","27,443","29,588","32,314","35,440","25,325","15,710","6,929","1,179",121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
인천광역시 미추홀구 (2817700000),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"416,542","416,542","31,469","35,070","58,649","61,769","66,127","69,958","50,866","29,544","11,285","1,646",159,"210,088","210,088","16,138","18,178","31,204","33,023","34,770","34,777","24,377","13,305","3,909",366,41,"206,454","206,454","15,331","16,892","27,445","28,746","31,357","35,181","26,489","16,239","7,376","1,280",118,"408,862","408,862","29,269","33,207","57,456","58,082","64,693","68,528","52,939","30,513","12,155","1,848",172,"206,129","206,129","14,945","17,201","30,540","31,132","34,064","34,290","25,389","13,766","4,335",421,46,"202,733","202,733","14,324","16,006","26,916","26,950","30,629","34,238","27,550","16,747","7,820","1,427",126
인천광역시 연수구 (2818500000),"310,703","310,703","30,611","42,646","45,005","45,537","59,831","51,659","18,896","11,139","4,668",679,32,"155,161","155,161","15,749","22,149","23,389","22,497","28,863","26,839","9,630","4,539","1,329",169,8,"155,542","155,542","14,862","20,497","21,616","23,040","30,968","24,820","9,266","6,600","3,339",510,24,"319,052","319,052","32,110","41,614","45,942","46,355","60,612","53,924","21,327","11,363","5,023",746,36,"159,287","159,287","16,525","21,588","23,898","22,920","29,261","27,835","10,869","4,742","1,459",178,12,"159,765","159,765","15,585","20,026","22,044","23,435","31,351","26,089","10,458","6,621","3,564",568,24,"328,627","328,627","33,282","41,011","47,394","47,915","61,498","55,539","23,676","11,966","5,478",830,38,"163,753","163,753","17,017","21,214","24,678","23,596","29,824","28,416","12,042","5,147","1,627",181,11,"164,874","164,874","16,265","19,797","22,716","24,319","31,674","27,123","11,634","6,819","3,851",649,27,"335,142","335,142","33,558","40,737","48,050","48,552","61,756","56,773","26,203","12,764","5,779",926,44,"166,878","166,878","17,144","21,038","25,039","23,879","30,039","28,805","13,425","5,553","1,746",199,11,"168,264","168,264","16,414","19,699","23,011","24,673","31,717","27,968","12,778","7,211","4,033",727,33,"346,359","346,359","34,448","40,768","48,573","50,732","62,458","58,980","29,350","13,751","6,225","1,024",50,"172,298","172,298","17,597","20,963","25,210","25,013","30,494","29,626","15,138","6,083","1,929",232,13,"174,061","174,061","16,851","19,805","23,363","25,719","31,964","29,354","14,212","7,668","4,296",792,37,"366,550","366,550","36,242","41,567","50,882","54,492","65,025","61,986","33,633","14,666","6,852","1,154",51,"182,374","182,374","18,539","21,340","26,468","26,891","31,891","30,838","17,344","6,623","2,159",266,15,"184,176","184,176","17,703","20,227","24,414","27,601","33,134","31,148","16,289","8,043","4,693",888,36
인천광역시 남동구 (2820000000),"514,656","514,656","50,920","60,496","70,431","85,431","92,670","83,749","40,084","22,017","7,644","1,128",86,"256,882","256,882","26,139","31,250","36,194","43,582","46,247","41,911","19,753","9,327","2,195",261,23,"257,774","257,774","24,781","29,246","34,237","41,849","46,423","41,838","20,331","12,690","5,449",867,63,"531,395","531,395","53,095","58,798","72,399","87,321","94,003","87,523","45,190","23,205","8,536","1,229",96,"264,986","264,986","27,236","30,225","37,254","44,641","47,064","43,516","22,211","9,982","2,565",267,25,"266,409","266,409","25,859","28,573","35,145","42,680","46,939","44,007","22,979","13,223","5,971",962,71,"530,982","530,982","51,920","56,284","72,511","85,207","93,016","88,624","48,270","24,362","9,359","1,330",99,"264,714","264,714","26,639","28,958","37,364","43,484","46,850","43,992","23,661","10,596","2,874",271,25,"266,268","266,268","25,281","27,326","35,147","41,723","46,166","44,632","24,609","13,766","6,485","1,059",74,"536,578","536,578","50,701","55,126","73,498","83,556","93,247","90,103","52,363","26,292","10,108","1,480",104,"267,290","267,290","25,998","28,348","37,943","42,594","47,220","44,477","25,654","11,526","3,201",302,27,"269,288","269,288","24,703","26,778","35,555","40,962","46,027","45,626","26,709","14,766","6,907","1,178",77,"537,161","537,161","48,468","53,571","73,688","81,560","91,583","91,076","56,525","28,027","10,898","1,652",113,"267,426","267,426","24,869","27,459","38,085","41,663","46,472","44,982","27,527","12,453","3,547",342,27,"269,735","269,735","23,599","26,112","35,603","39,897","45,111","46,094","28,998","15,574","7,351","1,310",86,"532,704","532,704","45,640","51,916","72,411","77,084","90,279","91,308","60,911","29,437","11,730","1,869",119,"264,955","264,955","23,456","26,541","37,490","39,519","45,906","44,970","29,511","13,234","3,912",389,27,"267,749","267,749","22,184","25,375","34,921","37,565","44,373","46,338","31,400","16,203","7,818","1,480",92
인천광역시 부평구 (2823700000),"556,992","556,992","47,826","63,601","80,771","89,106","97,984","94,914","45,469","26,320","9,494","1,373",134,"277,916","277,916","24,563","32,998","41,244","45,778","48,817","47,726","22,505","10,984","2,939",330,32,"279,076","279,076","23,263","30,603","39,527","43,328","49,167","47,188","22,964","15,336","6,555","1,043",102,"555,844","555,844","47,274","59,656","81,036","87,657","95,362","96,291","49,754","26,769","10,426","1,475",144,"276,826","276,826","24,247","30,821","41,321","45,313","47,383","48,370","24,412","11,310","3,248",367,34,"279,018","279,018","23,027","28,835","39,715","42,344","47,979","47,921","25,342","15,459","7,178","1,108",110,"549,716","549,716","46,005","55,748","80,611","85,169","92,572","96,724","52,526","27,504","11,142","1,562",153,"273,356","273,356","23,535","28,778","41,144","43,945","45,982","48,482","25,772","11,758","3,552",375,33,"276,360","276,360","22,470","26,970","39,467","41,224","46,590","48,242","26,754","15,746","7,590","1,187",120,"539,941","539,941","43,268","52,627","79,247","81,618","89,451","95,860","55,489","28,782","11,779","1,653",167,"268,118","268,118","22,160","27,267","40,480","42,149","44,450","47,741","27,201","12,497","3,765",377,31,"271,823","271,823","21,108","25,360","38,767","39,469","45,001","48,119","28,288","16,285","8,014","1,276",136,"524,640","524,640","39,769","49,343","76,247","77,046","84,476","94,926","58,481","29,828","12,509","1,835",180,"260,144","260,144","20,336","25,619","39,125","39,634","42,235","46,856","28,596","13,223","4,070",419,31,"264,496","264,496","19,433","23,724","37,122","37,412","42,241","48,070","29,885","16,605","8,439","1,416",149,"511,577","511,577","36,587","46,370","73,541","72,530","80,985","93,365","62,036","30,644","13,327","2,004",188,"253,338","253,338","18,697","23,985","37,907","37,319","40,673","45,851","30,325","13,685","4,423",435,38,"258,239","258,239","17,890","22,385","35,634","35,211","40,312","47,514","31,711","16,959","8,904","1,569",150
인천광역시 계양구 (2824500000),"339,538","339,538","29,629","42,229","51,683","52,109","63,338","59,944","22,270","12,908","4,740",638,50,"170,238","170,238","15,168","22,059","26,455","26,453","30,970","30,983","11,422","5,170","1,384",165,9,"169,300","169,300","14,461","20,170","25,228","25,656","32,368","28,961","10,848","7,738","3,356",473,41,"334,332","334,332","28,615","38,671","51,511","49,690","60,439","61,682","24,713","13,046","5,230",679,56,"167,579","167,579","14,700","20,124","26,525","25,307","29,551","31,590","12,742","5,287","1,573",167,13,"166,753","166,753","13,915","18,547","24,986","24,383","30,888","30,092","11,971","7,759","3,657",512,43,"330,284","330,284","27,307","36,013","51,271","47,687","57,978","63,037","27,154","13,386","5,647",747,57,"165,301","165,301","13,933","18,685","26,488","24,401","28,389","31,969","14,003","5,571","1,673",175,14,"164,983","164,983","13,374","17,328","24,783","23,286","29,589","31,068","13,151","7,815","3,974",572,43,"323,784","323,784","25,116","33,517","50,454","45,464","55,245","63,398","29,598","14,109","5,973",852,58,"161,925","161,925","12,845","17,348","26,182","23,332","27,175","31,737","15,350","5,942","1,806",192,16,"161,859","161,859","12,271","16,169","24,272","22,132","28,070","31,661","14,248","8,167","4,167",660,42,"312,680","312,680","22,543","31,100","48,209","42,626","50,968","63,173","32,076","14,626","6,395",903,61,"156,128","156,128","11,483","16,026","25,034","21,950","25,207","31,260","16,646","6,329","1,973",206,14,"156,552","156,552","11,060","15,074","23,175","20,676","25,761","31,913","15,430","8,297","4,422",697,47,"303,471","303,471","20,553","28,698","46,080","39,838","48,086","62,231","35,018","15,021","6,888",997,61,"151,569","151,569","10,457","14,832","24,075","20,547","23,912","30,529","18,128","6,655","2,185",235,14,"151,902","151,902","10,096","13,866","22,005","19,291","24,174","31,702","16,890","8,366","4,703",762,47
